SoCCCD,HoTen,GioiTinh,NgaySinh,NgayVaoDang,DienDangVien,NgayChinhThuc,TrangThaiSinhHoat,DiaChi,QueQuan,NoiThuongTru,DanToc,NgheNghiep,GDPT,LyLuanChinhTri,SoDienThoai,TenChiBo
033501758592,Ngô Đức Phong,Nam,1991-11-15,2010-03-26,Chính thức,2011-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Trung cấp,0352937178,Chi bộ khu dân cư 14
065698618800,Phạm Diệu Lan,Nữ,1986-08-01,2005-09-02,Chính thức,2006-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Cao cấp,0895305747,Chi bộ trường THCS Lý Tự Trọng
061078692300,Đặng Minh Hiếu,Nam,1972-11-08,1991-02-03,Chính thức,1992-02-04,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0794685019,Chi bộ khu dân cư 17
083088783123,Ngô Kim Linh,Nữ,1974-01-20,1992-08-19,Chính thức,1993-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Sơ cấp,0634520203,Chi bộ khu dân cư 34
096333776344,Trần Thanh Hiếu,Nam,1975-03-23,1993-05-19,Chính thức,1994-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0556427461,Chi bộ khu dân cư 08
088108342938,Bùi Thị My,Nữ,1989-09-25,2008-05-19,Chính thức,2009-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0245452961,Chi bộ Nghiệp đoàn Nghề cá
059834535496,Dương Đức Hải,Nam,1997-10-15,2016-03-26,Chính thức,2017-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0258360102,Chi bộ khu dân cư 39
014021284290,Trần Mai Trang,Nữ,1950-02-06,1968-05-19,Chính thức,1969-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Sơ cấp,0876813196,Chi bộ khu dân cư 05
030148434790,Phan Anh Tuấn,Nam,2000-06-29,2019-08-19,Chính thức,2020-08-19,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Trung cấp,0521532918,Chi bộ khu dân cư 30
008068335782,Hoàng Thanh Long,Nam,1965-02-02,1983-03-26,Chính thức,1984-03-26,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0066155647,Chi bộ khu dân cư 35
081247884559,Lê Minh Sơn,Nam,1966-10-24,1985-03-26,Chính thức,1986-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Cao cấp,0120053209,Chi bộ khu dân cư 27
009986103897,Phan Mai Trang,Nữ,1951-12-01,1970-02-03,Chính thức,1971-02-04,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Trung cấp,0796653274,Chi bộ Công an phường
023166392787,Đặng Quang Tuấn,Nam,1989-12-18,2008-05-19,Chính thức,2009-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Sơ cấp,0488177704,Chi bộ khu dân cư 38
020727617076,Huỳnh Minh Sơn,Nam,1974-09-24,1993-03-26,Chính thức,1994-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Sơ cấp,0300438699,Chi bộ khu dân cư 17
000529017386,Ngô Phương My,Nữ,1973-12-27,1992-05-19,Chính thức,1993-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Sơ cấp,0209816881,Chi bộ khu dân cư 03
056009664158,Ngô Quang Hùng,Nam,1964-05-08,1983-05-19,Chính thức,1984-05-19,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Sơ cấp,0263251142,Chi bộ khu dân cư 17
009752480059,Huỳnh Văn Nam,Nam,2007-01-15,2025-05-19,Chờ xét,,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Trung cấp,0503404337,Chi bộ khu dân cư 37
089796537148,Phạm Diệu Giang,Nữ,1981-08-30,2000-09-02,Chính thức,2001-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Sơ cấp,0311030801,Chi bộ Nghiệp đoàn Nghề cá
069716776676,Võ Mỹ Mai,Nữ,1994-10-26,2013-02-03,Chính thức,2014-02-04,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0289545524,Chi bộ khu dân cư 19
084977421852,Phạm Mai Hạnh,Nữ,1958-10-03,1977-03-26,Chính thức,1978-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0403342701,Chi bộ khu dân cư 40
055491830663,Võ Anh An,Nam,1994-10-04,2013-03-26,Chính thức,2014-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Trung cấp,0268990161,Chi bộ khu dân cư 35
062770154865,Dương Gia Nam,Nam,1996-04-19,2015-02-03,Chính thức,2016-02-04,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Trung cấp,0001345710,Chi bộ khu dân cư 21
059673039517,Phan Bảo Duyên,Nữ,1956-02-27,1974-09-02,Chính thức,1975-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Sơ cấp,0148791370,Chi bộ khu dân cư 04
023725093845,Ngô Đức Quân,Nam,2001-12-10,2020-03-26,Chính thức,2021-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0034721784,Chi bộ khu dân cư 35
051781347131,Phạm Kim Giang,Nữ,2001-05-12,2020-05-19,Chính thức,2021-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Cao cấp,0846632485,Chi bộ khu dân cư 35
089162567150,Võ Thị Trang,Nữ,1986-04-17,2005-02-03,Chính thức,2006-02-04,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Sơ cấp,0409904312,Chi bộ HTX Nông nghiệp cũ
016532221800,Hồ Thanh Dũng,Nam,1991-11-28,2010-05-19,Chính thức,2011-05-20,Chuyển sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Sơ cấp,0755183963,Chi bộ khu dân cư 22
073102164153,Hoàng Thanh Phong,Nam,1985-04-01,2003-08-19,Chính thức,2004-08-19,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0752105193,Chi bộ khu dân cư 11
096116115171,Trần Bảo Giang,Nữ,1953-09-01,1972-05-19,Chính thức,1973-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0041520501,Chi bộ HTX Nông nghiệp cũ
066490141475,Hoàng Thu Phương,Nữ,1967-05-06,1986-05-19,Chính thức,1987-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Cao cấp,0888000210,Chi bộ khu dân cư 08
090627222803,Ngô Thị Lan,Nữ,1978-04-04,1996-05-19,Chính thức,1997-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Sơ cấp,0850250073,Chi bộ khu dân cư 09
026937051609,Lê Văn Thành,Nam,1989-03-07,2007-03-26,Chính thức,2008-03-26,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Trung cấp,0218948139,Chi bộ khu dân cư 24
041666562192,Phan Ngọc Hạnh,Nữ,1980-03-19,1998-03-26,Chính thức,1999-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Cao cấp,0975584108,Chi bộ Quân sự phường Sơn Trà
013413691548,Hoàng Ngọc Hoa,Nữ,1968-02-21,1986-02-03,Chính thức,1987-02-04,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Sơ cấp,0925433066,Chi bộ khu dân cư 13
080763276332,Võ Bảo Anh,Nữ,1941-03-31,1959-09-02,Chính thức,1960-09-02,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Cao cấp,0318514636,Chi bộ khu dân cư 18
084265432384,Trần Công An,Nam,1972-06-06,1991-03-26,Chính thức,1992-03-26,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Sơ cấp,0253178696,Chi bộ HTX Nông nghiệp cũ
062707686016,Hồ Thị Hạnh,Nữ,2005-08-15,2024-05-19,Chính thức,2025-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Sơ cấp,0235183160,Chi bộ khu dân cư 33
054416971515,Hoàng Mai Trang,Nữ,1997-04-22,2016-09-02,Chính thức,2017-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0347434437,Chi bộ khu dân cư 04
063306227826,Trần Anh Khang,Nam,1958-02-21,1976-08-19,Chính thức,1977-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Cao cấp,0069568408,Chi bộ khu dân cư 28
013882349099,Bùi Ngọc My,Nữ,1975-12-29,1994-02-03,Chính thức,1995-02-04,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Cao cấp,0168781860,Chi bộ khu dân cư 08
084864270988,Nguyễn Thanh Anh,Nữ,1970-03-28,1988-03-26,Chính thức,1989-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Cao cấp,0991759068,Chi bộ khu dân cư 38
080820281370,Vũ Quang Sơn,Nam,1997-07-12,2016-02-03,Chính thức,2017-02-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0033533697,Chi bộ HTX Nông nghiệp cũ
001954939538,Nguyễn Thị Ngân,Nữ,1953-04-13,1972-02-03,Chính thức,1973-02-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Sơ cấp,0974904204,Chi bộ khu dân cư 10
018552604887,Võ Đức Thành,Nam,1958-12-11,1977-08-19,Chính thức,1978-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Trung cấp,0511740695,Chi bộ Cơ quan UBND phường
039323212164,Võ Gia Dũng,Nam,1978-04-01,1996-03-26,Chính thức,1997-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Cao cấp,0285186944,Chi bộ Quân sự phường Sơn Trà
088789265083,Lê Đức Nam,Nam,1949-05-24,1968-02-03,Chính thức,1969-02-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0682215635,Chi bộ khu dân cư 35
020170010556,Nguyễn Minh An,Nam,1998-10-31,2017-05-19,Chính thức,2018-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Sơ cấp,0169308779,Chi bộ khu dân cư 15
092985331585,Huỳnh Mai Anh,Nữ,1978-04-19,1997-02-03,Chính thức,1998-02-04,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Cao cấp,0214461000,Chi bộ khu dân cư 16
058357403029,Huỳnh Hữu Phong,Nam,1999-01-13,2017-03-26,Chính thức,2018-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Cao cấp,0925895056,Chi bộ khu dân cư 09
001694754045,Vũ Mai Hoa,Nữ,1949-09-05,1968-08-19,Chính thức,1969-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Cao cấp,0072246411,Chi bộ Quân sự phường Sơn Trà
017359281021,Đỗ Bảo Hạnh,Nữ,1982-06-19,2001-08-19,Chính thức,2002-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Trung cấp,0444863239,Chi bộ khu dân cư 40
063922167300,Trần Văn An,Nam,1948-03-14,1966-09-02,Chính thức,1967-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0070561221,Chi bộ Cơ quan UBND phường
063150534148,Vũ Hữu Phong,Nam,1999-07-17,2018-03-26,Chính thức,2019-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Sơ cấp,0550520307,Chi bộ khu dân cư 36
097940711121,Đỗ Đức Hải,Nam,1959-11-05,1978-03-26,Chính thức,1979-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Cao cấp,0952071866,Chi bộ Trạm Y tế phường
002826214453,Phạm Quang Bình,Nam,1995-09-01,2014-03-26,Chính thức,2015-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Cao cấp,0979120843,Chi bộ khu dân cư 21
019247486237,Vũ Công Thành,Nam,1999-05-18,2018-08-19,Chính thức,2019-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Cao cấp,0996807707,Chi bộ khu dân cư 09
079361598712,Nguyễn Hữu Tuấn,Nam,1979-08-12,1998-03-26,Chính thức,1999-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Sơ cấp,0568461026,Chi bộ khu dân cư 12
039855659173,Hoàng Diệu Phương,Nữ,2006-03-25,2024-02-03,Chính thức,2025-02-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Sơ cấp,0079880392,Chi bộ khu dân cư 07
029427916794,Huỳnh Anh Hiếu,Nam,1980-06-03,1999-08-19,Chính thức,2000-08-19,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0814278653,Chi bộ khu dân cư 29
040628856250,Phan Thanh Châu,Nữ,1969-05-28,1988-09-02,Chính thức,1989-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Cao cấp,0112020611,Chi bộ HTX Nông nghiệp cũ
089791379077,Lê Đức Tuấn,Nam,1964-03-10,1982-03-26,Chính thức,1983-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Cao cấp,0482943646,Chi bộ trường THCS Lý Tự Trọng
024447625983,Bùi Anh Bình,Nam,1976-12-02,1995-02-03,Chính thức,1996-02-04,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0565341814,Chi bộ khu dân cư 30
073534722005,Hồ Công Thành,Nam,1954-10-28,1973-09-02,Chính thức,1974-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0822644976,Chi bộ Công an phường
060038535636,Huỳnh Thanh Ngân,Nữ,1983-04-20,2002-09-02,Chính thức,2003-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Cao cấp,0075448873,Chi bộ khu dân cư 01
030528826595,Vũ Mai Ngân,Nữ,1979-07-08,1998-09-02,Chính thức,1999-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Sơ cấp,0076818749,Chi bộ khu dân cư 37
010329569765,Lê Minh Dũng,Nam,1963-06-12,1982-02-03,Chính thức,1983-02-04,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0529144024,Chi bộ khu dân cư 16
036673249836,Nguyễn Thanh Thảo,Nữ,1965-09-14,1984-03-26,Chính thức,1985-03-27,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Sơ cấp,0511000297,Chi bộ Trạm Y tế phường
004477205112,Bùi Mai Hoa,Nữ,1970-03-15,1988-02-03,Chính thức,1989-02-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Sơ cấp,0331768451,Chi bộ khu dân cư 36
028158862194,Dương Ngọc Tuấn,Nam,1987-06-06,2006-05-19,Chính thức,2007-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0111245996,Chi bộ khu dân cư 03
058813760049,Hoàng Minh Phong,Nam,2003-04-21,2022-08-19,Chính thức,2023-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Cao cấp,0797559709,Chi bộ Trạm Y tế phường
059231113072,Phan Thu Hạnh,Nữ,2003-02-14,2021-08-19,Chính thức,2022-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Sơ cấp,0538606257,Chi bộ trường Mầm non Họa Mi
086750715229,Bùi Mai Duyên,Nữ,1962-08-02,1981-05-19,Chính thức,1982-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0873091994,Chi bộ Ban Quản lý Dự án X
024967785821,Hồ Quang Bình,Nam,1989-11-30,2008-09-02,Chính thức,2009-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Sơ cấp,0321769077,Chi bộ khu dân cư 16
059999438724,Phan Đức An,Nam,1967-11-24,1986-05-19,Chính thức,1987-05-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0310190024,Chi bộ khu dân cư 30
040555680544,Võ Mai Trang,Nữ,1983-12-14,2002-08-19,Chính thức,2003-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Cao cấp,0170773398,Chi bộ trường THCS Lý Tự Trọng
055394403007,Ngô Quang Phong,Nam,1981-05-27,2000-02-03,Chính thức,2001-02-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Trung cấp,0960326471,Chi bộ khu dân cư 33
082980869140,Võ Thu Duyên,Nữ,1962-08-15,1981-08-19,Chính thức,1982-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Cao cấp,0573760693,Chi bộ khu dân cư 37
028669585313,Vũ Công An,Nam,1999-09-25,2018-09-02,Chính thức,2019-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Sơ cấp,0425345742,Chi bộ Cơ quan UBND phường
096392853143,Vũ Diệu Linh,Nữ,1961-06-17,1980-02-03,Chính thức,1981-02-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Sơ cấp,0153840866,Chi bộ khu dân cư 27
032235737240,Đỗ Thu Anh,Nữ,2006-06-30,2025-05-19,Chờ xét,,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Cao cấp,0271693030,Chi bộ trường Tiểu học Tô Hiến Thành
087888992512,Phan Thanh Quân,Nam,1976-04-03,1994-08-19,Chính thức,1995-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Hưu trí,12/12,Trung cấp,0902365302,Chi bộ khu dân cư 16
028963188902,Phan Quang Sơn,Nam,2005-06-15,2024-05-19,Chính thức,2025-05-20,Chuyển sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Trung cấp,0024758798,Chi bộ khu dân cư 18
072873074865,Lê Thanh Tuấn,Nam,1991-08-06,2010-09-02,Chính thức,2011-09-03,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Đà Nẵng,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Công chức,12/12,Trung cấp,0340179291,Chi bộ khu dân cư 29
021957196462,Võ Quang Thành,Nam,1981-10-05,2000-08-19,Chính thức,2001-08-20,Đang sinh hoạt,"Sơn Trà, Đà Nẵng",Quảng Nam,"Phường Sơn Trà, Quận Sơn Trà, TP Đà Nẵng",Kinh,Lao động tự do,12/12,Cao cấp,0589940753,Chi bộ trường THCS Lý Tự Trọng
